"","ppt","horse_name","length_description","origin","response","description","in_analysis"
"1965",11,"Pale Corsair",7,"Created","10","Pale Corsair found plenty off the bridle.","No"
"1966",11,"Gallant Storm",11,"Created","9","Gallant Storm was out of a stager and sat box seat.","No"
"1967",11,"Air Ace",6,"Created","8","Air Ace, gelded recently, made headway.","No"
"1968",11,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","No"
"1969",11,"Dark Mirage",8,"Created","9","Dark Mirage found the seam with first-time blinkers.","No"
"1970",11,"Blue Blaze",9,"Created","8","Blue Blaze hit the rising ground on the steel.","No"
"1971",11,"Silversky",8,"Attheraces","2","Silversky began his handicap career last time out.","No"
"1972",11,"Flint Sonata",13,"Created","3","Flint Sonata, wind op, had been suited by the cut in the ground.","No"
"1973",11,"Saffron Crest",9,"Created","9","Saffron Crest was bred stout and asserted without stick.","No"
"1974",11,"Scarlet Racer",12,"Created","9","Scarlet Racer was a yard in form and picked up once angled.","No"
"1975",11,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","No"
"1976",11,"Neon Charger",9,"Created","9","Neon Charger was let in lightly on prior evidence.","No"
"1977",11,"Diamond Hood",6,"Created","8","Diamond Hood found under minimal cajoling.","No"
"1978",11,"Midnight Inferno",6,"Created","9","Midnight Inferno nursed it through gears.","No"
"1979",11,"Black Ember",8,"Created","8","Black Ember had matters in safekeeping turning in.","No"
"1980",11,"Vladimir",12,"Attheraces","4","Vladimir was narrowly beaten in a fair maiden on the turf course.","No"
"1981",11,"Blue Horizon",9,"Gemini","9","Blue Horizon raced without the cheekpieces.","No"
"1982",11,"Lovelace",12,"Attheraces","9","Lovelace was first-time hooded and worked the oracle.","No"
"1983",11,"Vanya",10,"Attheraces","8","Vanya reverted to the flat and the sand boded well.","No"
"1984",11,"Onyx Rune",7,"Created","9","Onyx Rune answered every question readily.","No"
"1985",10,"Silversky",8,"Attheraces","1","Silversky began his handicap career last time out.","Yes"
"1986",10,"Midnight Inferno",6,"Created","1","Midnight Inferno nursed it through gears.","Yes"
"1987",10,"Brave Horizon",9,"Created","7","Brave Horizon had them stretched before the furlong pole.","Yes"
"1988",10,"Saffron Crest",9,"Created","1","Saffron Crest was bred stout and asserted without stick.","Yes"
"1989",10,"Solar Flash",11,"Created","4","Solar Flash had a bit to spare in a quiet sit.","Yes"
"1990",10,"Karerin",11,"Attheraces","6","Karenin was placed and took it to the wire.","Yes"
"1991",10,"Desert Flower",9,"Created","4","Desert Flower ran in snatches, still on the bridle.","Yes"
"1992",10,"Royal Rebel",8,"Created","1","Royal Rebel was visored for the first time.","Yes"
"1993",10,"Black Ember",8,"Created","8","Black Ember had matters in safekeeping turning in.","Yes"
"1994",10,"Copper Legacy",8,"Created","5","Copper Legacy hung left in the turf course.","Yes"
"1995",10,"Ticker Pike",6,"Created","7","Ticker Pike had it written beforehand.","Yes"
"1996",10,"Crystal Frontier",6,"Created","4","Crystal Frontier settled well in midfield.","Yes"
"1997",10,"Urban Legend",11,"Created","4","Urban Legend was in the mix with a generous weight.","Yes"
"1998",10,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","Yes"
"1999",10,"Wave Rider",9,"Created","1","Wave Rider broke hearts late after dropping in class.","Yes"
"2000",10,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"2001",10,"Skybreaker",10,"Created","4","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"2002",10,"Nightfall",8,"Created","2","Nightfall proved over the trip after running green.","Yes"
"2003",10,"Lightning Monarch",10,"Created","3","Lightning Monarch settled his own sums in the turf course.","Yes"
"2004",10,"Velvet Thunder",12,"Created","1","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"2005",10,"Neon Charger",9,"Created","4","Neon Charger was let in lightly on prior evidence.","Yes"
"2006",10,"Flint Sonata",13,"Created","3","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"2007",10,"Moss Relic",12,"Created","4","Moss Relic was always in the box seat under a cool ride.","Yes"
"2008",10,"Blue Horizon",9,"Gemini","6","Blue Horizon raced without the cheekpieces.","Yes"
"2009",10,"Lunar Charger",9,"Created","8","Lunar Charger was bred for trip and came cruising.","Yes"
"2010",10,"Leeloo",12,"Created","3","Leeloo was on a string despite being collared in the closing stages.","Yes"
"2011",10,"Green Dusk",11,"Created","3","Green Dusk had a shade snug in the sands last time.","Yes"
"2012",10,"Worthing",9,"Created","6","Worthing flowed in the turf course running in blinkers.","Yes"
"2013",10,"Bold Pride",9,"Created","3","Bold Pride was from a shrewd yard and cruising.","Yes"
"2014",10,"Summer Breeze",9,"Created","8","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"2015",10,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","Yes"
"2016",10,"Crimson Eclipse",10,"Created","3","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"2017",10,"Electric Stride",10,"Created","7","Electric Stride was by Miller and came widest, always holding.","Yes"
"2018",10,"Celestial Queen",10,"Created","8","Celestial Queen answered every call in a field of fillies.","Yes"
"2019",10,"Dark Mirage",8,"Created","8","Dark Mirage found the seam with first-time blinkers.","Yes"
"2020",10,"Diamond Hood",6,"Created","6","Diamond Hood found under minimal cajoling.","Yes"
"2021",10,"Echo Fury",7,"Created","8","Echo Fury held under a tender ride.","Yes"
"2022",10,"Steady Fighter",9,"Created","9","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"2023",10,"Estragon",11,"Attheraces","10","Estragon was left-handed and secured a hat-trick.","Yes"
"2024",10,"Scarlet Racer",12,"Created","10","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"2025",10,"Vanya",10,"Attheraces","8","Vanya reverted to the flat and the sand boded well.","Yes"
"2026",10,"Port Louis",13,"Attheraces","7","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"2027",10,"Golden Tempest",7,"Created","1","Golden Tempest did mind the business end.","Yes"
"2028",10,"Star Dust",11,"Created","8","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"2029",10,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"2030",10,"Ruby Ash",9,"Created","2","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"2031",10,"Gallant Storm",11,"Created","3","Gallant Storm was out of a stager and sat box seat.","Yes"
"2032",10,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","Yes"
"2033",10,"Air Ace",6,"Created","7","Air Ace, gelded recently, made headway.","Yes"
"2034",10,"Silver Phantom",10,"Created","5","Silver Phantom heard the clock tick in the last furlong.","Yes"
"2035",10,"Swift Valor",9,"Created","8","Swift Valor went through the bridle approaching the pole.","Yes"
"2036",10,"Onyx Rune",7,"Created","9","Onyx Rune answered every question readily.","Yes"
"2037",10,"Indigo Marc",9,"Created","8","Indigo Marc found another leg in the last furlong.","Yes"
"2038",10,"Windchaser",9,"Created","9","Windchaser had the edge without showing in the turfs.","Yes"
"2039",10,"Emerald",9,"Created","7","Emerald was a picture in running at 7 furlongs.","Yes"
"2040",10,"Vladimir",12,"Attheraces","1","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"2041",10,"Bramble Halo",9,"Created","4","Bramble Hallo was known for sitting handy and traveling.","Yes"
"2042",10,"Flashfire",9,"Created","4","Flashfire had a line to the judge being covered.","Yes"
"2043",10,"Stockman",13,"Attheraces","1","Stockman led them a merry dance after being pipped.","Yes"
"2044",10,"Silent Eclipse",8,"Created","6","Silent Eclipse travelled into the dip, digging deep.","Yes"
"2045",10,"Oblique Runner",9,"Created","6","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"2046",10,"Red Meridian",8,"Created","8","Red Meridian caught the eye at the flats.","Yes"
"2047",10,"Lovelace",12,"Attheraces","7","Lovelace was first-time hooded and worked the oracle.","Yes"
"2048",10,"Blue Blaze",9,"Created","7","Blue Blaze hit the rising ground on the steel.","Yes"
"2049",9,"Celestial Queen",10,"Created","6","Celestial Queen answered every call in a field of fillies.","Yes"
"2050",9,"Crimson Eclipse",10,"Created","7","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"2051",9,"Red Meridian",8,"Created","5","Red Meridian caught the eye at the flats.","Yes"
"2052",9,"Silversky",8,"Attheraces","4","Silversky began his handicap career last time out.","Yes"
"2053",9,"Indigo Marc",9,"Created","7","Indigo Marc found another leg in the last furlong.","Yes"
"2054",9,"Nimbus Crest",12,"Created","8","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"2055",9,"Windchaser",9,"Created","8","Windchaser had the edge without showing in the turfs.","Yes"
"2056",9,"Swift Valor",9,"Created","3","Swift Valor went through the bridle approaching the pole.","Yes"
"2057",9,"Wave Rider",9,"Created","3","Wave Rider broke hearts late after dropping in class.","Yes"
"2058",9,"Air Ace",6,"Created","6","Air Ace, gelded recently, made headway.","Yes"
"2059",9,"Gallant Storm",11,"Created","2","Gallant Storm was out of a stager and sat box seat.","Yes"
"2060",9,"Summer Breeze",9,"Created","4","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"2061",9,"Auric Vale",9,"Created","7","Auric Vale took the measure in first-time hood.","Yes"
"2062",9,"Urban Legend",11,"Created","9","Urban Legend was in the mix with a generous weight.","Yes"
"2063",9,"Golden Tempest",7,"Created","8","Golden Tempest did mind the business end.","Yes"
"2064",9,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"2065",9,"Lunar Charger",9,"Created","7","Lunar Charger was bred for trip and came cruising.","Yes"
"2066",9,"Comet Stride",7,"Created","8","Comet Stride had claimer and came widest.","Yes"
"2067",9,"Diamond Hood",6,"Created","5","Diamond Hood found under minimal cajoling.","Yes"
"2068",9,"Dark Mirage",8,"Created","7","Dark Mirage found the seam with first-time blinkers.","Yes"
"2069",9,"Skybreaker",10,"Created","6","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"2070",9,"Midnight Inferno",6,"Created","3","Midnight Inferno nursed it through gears.","Yes"
"2071",9,"Blue Blaze",9,"Created","6","Blue Blaze hit the rising ground on the steel.","Yes"
"2072",9,"Electric Stride",10,"Created","4","Electric Stride was by Miller and came widest, always holding.","Yes"
"2073",9,"Flashfire",9,"Created","6","Flashfire had a line to the judge being covered.","Yes"
"2074",9,"Vanya",10,"Attheraces","8","Vanya reverted to the flat and the sand boded well.","Yes"
"2075",9,"Royal Rebel",8,"Created","3","Royal Rebel was visored for the first time.","Yes"
"2076",9,"Ticker Pike",6,"Created","5","Ticker Pike had it written beforehand.","Yes"
"2077",9,"Worthing",9,"Created","4","Worthing flowed in the turf course running in blinkers.","Yes"
"2078",9,"Black Ember",8,"Created","3","Black Ember had matters in safekeeping turning in.","Yes"
"2079",9,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"2080",9,"Ruby Ash",9,"Created","4","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"2081",9,"Bold Pride",9,"Created","7","Bold Pride was from a shrewd yard and cruising.","Yes"
"2082",9,"Silent Eclipse",8,"Created","10","Silent Eclipse travelled into the dip, digging deep.","Yes"
"2083",9,"Leeloo",12,"Created","7","Leeloo was on a string despite being collared in the closing stages.","Yes"
"2084",9,"Solar Flash",11,"Created","7","Solar Flash had a bit to spare in a quiet sit.","Yes"
"2085",9,"Silver Phantom",10,"Created","7","Silver Phantom heard the clock tick in the last furlong.","Yes"
"2086",9,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"2087",9,"Velvet Thunder",12,"Created","3","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"2088",9,"Copper Legacy",8,"Created","5","Copper Legacy hung left in the turf course.","Yes"
"2089",9,"Oblique Runner",9,"Created","5","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"2090",9,"Karerin",11,"Attheraces","6","Karenin was placed and took it to the wire.","Yes"
"2091",9,"Estragon",11,"Attheraces","8","Estragon was left-handed and secured a hat-trick.","Yes"
"2092",9,"Vladimir",12,"Attheraces","7","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"2093",9,"Moss Relic",12,"Created","6","Moss Relic was always in the box seat under a cool ride.","Yes"
"2094",9,"Scarlet Racer",12,"Created","7","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"2095",9,"Onyx Rune",7,"Created","8","Onyx Rune answered every question readily.","Yes"
"2096",9,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","Yes"
"2097",9,"Neon Charger",9,"Created","5","Neon Charger was let in lightly on prior evidence.","Yes"
"2098",9,"Steady Fighter",9,"Created","8","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"2099",9,"Lovelace",12,"Attheraces","5","Lovelace was first-time hooded and worked the oracle.","Yes"
"2100",9,"Blue Horizon",9,"Gemini","6","Blue Horizon raced without the cheekpieces.","Yes"
"2101",9,"Stockman",13,"Attheraces","9","Stockman led them a merry dance after being pipped.","Yes"
"2102",9,"Bramble Halo",9,"Created","7","Bramble Hallo was known for sitting handy and traveling.","Yes"
"2103",9,"Saffron Crest",9,"Created","8","Saffron Crest was bred stout and asserted without stick.","Yes"
"2104",9,"Echo Fury",7,"Created","6","Echo Fury held under a tender ride.","Yes"
"2105",9,"Gilded Lily",9,"Created","7","Gilded Lily charged to the line on the gallops.","Yes"
"2106",9,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"2107",9,"Star Dust",11,"Created","5","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"2108",9,"Lightning Monarch",10,"Created","6","Lightning Monarch settled his own sums in the turf course.","Yes"
"2109",9,"Flint Sonata",13,"Created","5","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"2110",9,"Green Dusk",11,"Created","5","Green Dusk had a shade snug in the sands last time.","Yes"
"2111",9,"Emerald",9,"Created","6","Emerald was a picture in running at 7 furlongs.","Yes"
"2112",9,"Brave Horizon",9,"Created","7","Brave Horizon had them stretched before the furlong pole.","Yes"
"2113",8,"Echo Fury",7,"Created","6","Echo Fury held under a tender ride.","Yes"
"2114",8,"Flashfire",9,"Created","7","Flashfire had a line to the judge being covered.","Yes"
"2115",8,"Red Meridian",8,"Created","5","Red Meridian caught the eye at the flats.","Yes"
"2116",8,"Silversky",8,"Attheraces","4","Silversky began his handicap career last time out.","Yes"
"2117",8,"Gallant Storm",11,"Created","8","Gallant Storm was out of a stager and sat box seat.","Yes"
"2118",8,"Onyx Rune",7,"Created","9","Onyx Rune answered every question readily.","Yes"
"2119",8,"Oblique Runner",9,"Created","9","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"2120",8,"Summer Breeze",9,"Created","4","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"2121",8,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","Yes"
"2122",8,"Lunar Charger",9,"Created","7","Lunar Charger was bred for trip and came cruising.","Yes"
"2123",8,"Vanya",10,"Attheraces","7","Vanya reverted to the flat and the sand boded well.","Yes"
"2124",8,"Silver Phantom",10,"Created","9","Silver Phantom heard the clock tick in the last furlong.","Yes"
"2125",8,"Moss Relic",12,"Created","9","Moss Relic was always in the box seat under a cool ride.","Yes"
"2126",8,"Gilded Lily",9,"Created","8","Gilded Lily charged to the line on the gallops.","Yes"
"2127",8,"Golden Tempest",7,"Created","6","Golden Tempest did mind the business end.","Yes"
"2128",8,"Leeloo",12,"Created","4","Leeloo was on a string despite being collared in the closing stages.","Yes"
"2129",8,"Ticker Pike",6,"Created","8","Ticker Pike had it written beforehand.","Yes"
"2130",8,"Crimson Eclipse",10,"Created","9","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"2131",8,"Air Ace",6,"Created","9","Air Ace, gelded recently, made headway.","Yes"
"2132",8,"Flint Sonata",13,"Created","6","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"2133",8,"Royal Rebel",8,"Created","7","Royal Rebel was visored for the first time.","Yes"
"2134",8,"Ruby Ash",9,"Created","8","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"2135",8,"Urban Legend",11,"Created","9","Urban Legend was in the mix with a generous weight.","Yes"
"2136",8,"Neon Charger",9,"Created","8","Neon Charger was let in lightly on prior evidence.","Yes"
"2137",8,"Wave Rider",9,"Created","4","Wave Rider broke hearts late after dropping in class.","Yes"
"2138",8,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","Yes"
"2139",8,"Crystal Frontier",6,"Created","6","Crystal Frontier settled well in midfield.","Yes"
"2140",8,"Stockman",13,"Attheraces","7","Stockman led them a merry dance after being pipped.","Yes"
"2141",8,"Swift Valor",9,"Created","8","Swift Valor went through the bridle approaching the pole.","Yes"
"2142",8,"Comet Stride",7,"Created","8","Comet Stride had claimer and came widest.","Yes"
"2143",8,"Steady Fighter",9,"Created","4","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"2144",8,"Port Louis",13,"Attheraces","7","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"2145",8,"Star Dust",11,"Created","6","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"2146",8,"Nimbus Crest",12,"Created","6","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"2147",8,"Dark Mirage",8,"Created","8","Dark Mirage found the seam with first-time blinkers.","Yes"
"2148",8,"Bold Pride",9,"Created","8","Bold Pride was from a shrewd yard and cruising.","Yes"
"2149",8,"Celestial Queen",10,"Created","8","Celestial Queen answered every call in a field of fillies.","Yes"
"2150",8,"Electric Stride",10,"Created","9","Electric Stride was by Miller and came widest, always holding.","Yes"
"2151",8,"Blue Horizon",9,"Gemini","10","Blue Horizon raced without the cheekpieces.","Yes"
"2152",8,"Scarlet Racer",12,"Created","8","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"2153",8,"Lightning Monarch",10,"Created","8","Lightning Monarch settled his own sums in the turf course.","Yes"
"2154",8,"Blue Blaze",9,"Created","9","Blue Blaze hit the rising ground on the steel.","Yes"
"2155",8,"Karerin",11,"Attheraces","10","Karenin was placed and took it to the wire.","Yes"
"2156",8,"Worthing",9,"Created","7","Worthing flowed in the turf course running in blinkers.","Yes"
"2157",8,"Diamond Hood",6,"Created","8","Diamond Hood found under minimal cajoling.","Yes"
"2158",8,"Vladimir",12,"Attheraces","8","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"2159",8,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","Yes"
"2160",8,"Skybreaker",10,"Created","8","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"2161",8,"Saffron Crest",9,"Created","9","Saffron Crest was bred stout and asserted without stick.","Yes"
"2162",8,"Brave Horizon",9,"Created","7","Brave Horizon had them stretched before the furlong pole.","Yes"
"2163",8,"Emerald",9,"Created","6","Emerald was a picture in running at 7 furlongs.","Yes"
"2164",8,"Velvet Thunder",12,"Created","8","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"2165",8,"Silent Eclipse",8,"Created","7","Silent Eclipse travelled into the dip, digging deep.","Yes"
"2166",8,"Green Dusk",11,"Created","9","Green Dusk had a shade snug in the sands last time.","Yes"
"2167",8,"Lovelace",12,"Attheraces","4","Lovelace was first-time hooded and worked the oracle.","Yes"
"2168",8,"Auric Vale",9,"Created","6","Auric Vale took the measure in first-time hood.","Yes"
"2169",8,"Desert Flower",9,"Created","7","Desert Flower ran in snatches, still on the bridle.","Yes"
"2170",8,"Copper Legacy",8,"Created","6","Copper Legacy hung left in the turf course.","Yes"
"2171",8,"Black Ember",8,"Created","8","Black Ember had matters in safekeeping turning in.","Yes"
"2172",8,"Estragon",11,"Attheraces","4","Estragon was left-handed and secured a hat-trick.","Yes"
"2173",8,"Midnight Inferno",6,"Created","9","Midnight Inferno nursed it through gears.","Yes"
"2174",8,"Windchaser",9,"Created","7","Windchaser had the edge without showing in the turfs.","Yes"
"2175",8,"Bramble Halo",9,"Created","9","Bramble Hallo was known for sitting handy and traveling.","Yes"
"2176",8,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"2177",7,"Steady Fighter",9,"Created","4","Steady Fighter had afterburners, scrambling home the last furlong.","Yes"
"2178",7,"Diamond Hood",6,"Created","4","Diamond Hood found under minimal cajoling.","Yes"
"2179",7,"Karerin",11,"Attheraces","8","Karenin was placed and took it to the wire.","Yes"
"2180",7,"Electric Stride",10,"Created","3","Electric Stride was by Miller and came widest, always holding.","Yes"
"2181",7,"Green Dusk",11,"Created","4","Green Dusk had a shade snug in the sands last time.","Yes"
"2182",7,"Leeloo",12,"Created","4","Leeloo was on a string despite being collared in the closing stages.","Yes"
"2183",7,"Neon Charger",9,"Created","7","Neon Charger was let in lightly on prior evidence.","Yes"
"2184",7,"Comet Stride",7,"Created","7","Comet Stride had claimer and came widest.","Yes"
"2185",7,"Echo Fury",7,"Created","7","Echo Fury held under a tender ride.","Yes"
"2186",7,"Lovelace",12,"Attheraces","9","Lovelace was first-time hooded and worked the oracle.","Yes"
"2187",7,"Golden Tempest",7,"Created","8","Golden Tempest did mind the business end.","Yes"
"2188",7,"Air Ace",6,"Created","10","Air Ace, gelded recently, made headway.","Yes"
"2189",7,"Vanya",10,"Attheraces","9","Vanya reverted to the flat and the sand boded well.","Yes"
"2190",7,"Dark Mirage",8,"Created","6","Dark Mirage found the seam with first-time blinkers.","Yes"
"2191",7,"Crimson Eclipse",10,"Created","8","Crimson Eclipse was from an in-from yard and always covered.","Yes"
"2192",7,"Silversky",8,"Attheraces","2","Silversky began his handicap career last time out.","Yes"
"2193",7,"Crystal Frontier",6,"Created","7","Crystal Frontier settled well in midfield.","Yes"
"2194",7,"Brave Horizon",9,"Created","9","Brave Horizon had them stretched before the furlong pole.","Yes"
"2195",7,"Ruby Ash",9,"Created","7","Ruby Ash had a stripped fitter for the reappearance.","Yes"
"2196",7,"Red Meridian",8,"Created","8","Red Meridian caught the eye at the flats.","Yes"
"2197",7,"Worthing",9,"Created","9","Worthing flowed in the turf course running in blinkers.","Yes"
"2198",7,"Urban Legend",11,"Created","3","Urban Legend was in the mix with a generous weight.","Yes"
"2199",7,"Lightning Monarch",10,"Created","9","Lightning Monarch settled his own sums in the turf course.","Yes"
"2200",7,"Black Ember",8,"Created","4","Black Ember had matters in safekeeping turning in.","Yes"
"2201",7,"Silver Phantom",10,"Created","9","Silver Phantom heard the clock tick in the last furlong.","Yes"
"2202",7,"Pale Corsair",7,"Created","7","Pale Corsair found plenty off the bridle.","Yes"
"2203",7,"Velvet Thunder",12,"Created","1","Velvet Thunder held up in rear, the drop in trip should suit.","Yes"
"2204",7,"Royal Rebel",8,"Created","3","Royal Rebel was visored for the first time.","Yes"
"2205",7,"Nightfall",8,"Created","7","Nightfall proved over the trip after running green.","Yes"
"2206",7,"Moss Relic",12,"Created","10","Moss Relic was always in the box seat under a cool ride.","Yes"
"2207",7,"Celestial Queen",10,"Created","8","Celestial Queen answered every call in a field of fillies.","Yes"
"2208",7,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"2209",7,"Bold Pride",9,"Created","8","Bold Pride was from a shrewd yard and cruising.","Yes"
"2210",7,"Emerald",9,"Created","10","Emerald was a picture in running at 7 furlongs.","Yes"
"2211",7,"Star Dust",11,"Created","8","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"2212",7,"Wave Rider",9,"Created","1","Wave Rider broke hearts late after dropping in class.","Yes"
"2213",7,"Indigo Marc",9,"Created","9","Indigo Marc found another leg in the last furlong.","Yes"
"2214",7,"Bramble Halo",9,"Created","4","Bramble Hallo was known for sitting handy and traveling.","Yes"
"2215",7,"Onyx Rune",7,"Created","8","Onyx Rune answered every question readily.","Yes"
"2216",7,"Summer Breeze",9,"Created","7","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"2217",7,"Flint Sonata",13,"Created","7","Flint Sonata, wind op, had been suited by the cut in the ground.","Yes"
"2218",7,"Vladimir",12,"Attheraces","8","Vladimir was narrowly beaten in a fair maiden on the turf course.","Yes"
"2219",7,"Blue Horizon",9,"Gemini","4","Blue Horizon raced without the cheekpieces.","Yes"
"2220",7,"Scarlet Racer",12,"Created","10","Scarlet Racer was a yard in form and picked up once angled.","Yes"
"2221",7,"Stockman",13,"Attheraces","9","Stockman led them a merry dance after being pipped.","Yes"
"2222",7,"Blue Blaze",9,"Created","9","Blue Blaze hit the rising ground on the steel.","Yes"
"2223",7,"Auric Vale",9,"Created","8","Auric Vale took the measure in first-time hood.","Yes"
"2224",7,"Swift Valor",9,"Created","9","Swift Valor went through the bridle approaching the pole.","Yes"
"2225",7,"Windchaser",9,"Created","9","Windchaser had the edge without showing in the turfs.","Yes"
"2226",7,"Midnight Inferno",6,"Created","6","Midnight Inferno nursed it through gears.","Yes"
"2227",7,"Skybreaker",10,"Created","9","Skybreaker had undergone a wind operation and so travelled cleaner.","Yes"
"2228",7,"Saffron Crest",9,"Created","9","Saffron Crest was bred stout and asserted without stick.","Yes"
"2229",7,"Estragon",11,"Attheraces","10","Estragon was left-handed and secured a hat-trick.","Yes"
"2230",7,"Copper Legacy",8,"Created","8","Copper Legacy hung left in the turf course.","Yes"
"2231",7,"Flashfire",9,"Created","9","Flashfire had a line to the judge being covered.","Yes"
"2232",7,"Silent Eclipse",8,"Created","9","Silent Eclipse travelled into the dip, digging deep.","Yes"
"2233",7,"Solar Flash",11,"Created","8","Solar Flash had a bit to spare in a quiet sit.","Yes"
"2234",7,"Lunar Charger",9,"Created","9","Lunar Charger was bred for trip and came cruising.","Yes"
"2235",7,"Oblique Runner",9,"Created","10","Oblique Runner switched yards, hitting rising ground on steel.","Yes"
"2236",7,"Gilded Lily",9,"Created","9","Gilded Lily charged to the line on the gallops.","Yes"
"2237",7,"Nimbus Crest",12,"Created","6","Nimbus Crest is a sharp sire who settled and saw it out.","Yes"
"2238",7,"Ticker Pike",6,"Created","10","Ticker Pike had it written beforehand.","Yes"
"2239",7,"Port Louis",13,"Attheraces","10","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"2240",7,"Gallant Storm",11,"Created","3","Gallant Storm was out of a stager and sat box seat.","Yes"
"2241",6,"Worthing",9,"Created","6","Worthing flowed in the turf course running in blinkers.","Yes"
"2242",6,"Echo Fury",7,"Created","5","Echo Fury held under a tender ride.","Yes"
"2243",6,"Windchaser",9,"Created","5","Windchaser had the edge without showing in the turfs.","Yes"
"2244",6,"Desert Flower",9,"Created","6","Desert Flower ran in snatches, still on the bridle.","Yes"
"2245",6,"Star Dust",11,"Created","7","Star Dust is a fettle that showed plenty on the gallops.","Yes"
"2246",6,"Celestial Queen",10,"Created","7","Celestial Queen answered every call in a field of fillies.","Yes"
"2247",6,"Auric Vale",9,"Created","5","Auric Vale took the measure in first-time hood.","Yes"
"2248",6,"Wave Rider",9,"Created","4","Wave Rider broke hearts late after dropping in class.","Yes"
"2249",6,"Summer Breeze",9,"Created","5","Summer Breeze ran with credit with a tongue-tie fitted.","Yes"
"2250",6,"Dark Mirage",8,"Created","6","Dark Mirage found the seam with first-time blinkers.","Yes"
"2251",6,"Vanya",10,"Attheraces","7","Vanya reverted to the flat and the sand boded well.","Yes"
"2252",6,"Solar Flash",11,"Created","6","Solar Flash had a bit to spare in a quiet sit.","Yes"
"2253",6,"Pale Corsair",7,"Created","5","Pale Corsair found plenty off the bridle.","Yes"
"2254",6,"Port Louis",13,"Attheraces","8","Port Louis is a Michael Madgwick-trained and ran a stormer at Doncaster .","Yes"
"2255",6,"Indigo Marc",9,"Created","7","Indigo Marc found another leg in the last furlong.","Yes"
"2256",6,"Flashfire",9,"Created","4","Flashfire had a line to the judge being covered.","Yes"
